State/ Territory1,Postcode,"Number of individuals
no.","Taxable income or loss
no.","Taxable income or loss
$","Average taxable income or loss3
$","Median taxable income or loss3
$",Australian rank5 descending,Ranking5 by state/ territory descending
WA,6251,217,217,"10,024,699","46,197","37,217","1,874",359
WA,6252,58,58,"2,592,398","44,697","29,744","2,060",368
WA,6253,403,403,"18,342,987","45,516","28,052","1,965",365
WA,6254,270,270,"14,731,730","54,562","37,525","1,091",273
WA,6255,"2,342","2,342","122,079,764","52,126","37,692","1,291",308
WA,6256,96,96,"5,435,684","56,622","40,690",924,236
WA,6258,"3,945","3,945","188,496,097","47,781","40,178","1,709",345
WA,6260,898,898,"46,047,443","51,278","33,650","1,371",318
WA,6262,437,437,"18,541,820","42,430","31,639","2,272",372
WA,6271,"1,965","1,965","102,296,623","52,059","40,893","1,299",309
WA,6275,817,817,"37,355,489","45,723","33,812","1,942",363
WA,6280,"16,685","16,685","915,005,428","54,840","39,174","1,066",269
WA,6281,"5,229","5,229","296,445,107","56,692","40,886",919,235
WA,6282,974,974,"55,338,686","56,816","39,304",913,233
WA,6284,"1,519","1,519","78,113,301","51,424","39,940","1,358",315
WA,6285,"6,559","6,559","326,786,377","49,823","37,877","1,511",330
WA,6286,429,429,"17,998,138","41,954","32,409","2,314",374
WA,6288,384,384,"15,534,454","40,454","29,506","2,422",380
WA,6290,970,970,"39,944,495","41,180","31,234","2,373",377
WA,6302,"1,957","1,957","102,327,231","52,288","40,596","1,280",306
WA,6304,944,944,"59,358,342","62,880","42,328",545,116
WA,6306,590,590,"31,822,015","53,936","40,592","1,148",286
WA,6308,882,882,"50,143,208","56,852","43,973",912,232
WA,6309,168,168,"10,431,023","62,089","46,059",584,124
WA,6311,329,329,"16,732,362","50,858","38,171","1,413",324
WA,6312,"2,581","2,581","137,797,975","53,389","44,807","1,196",294
WA,6313,101,101,"5,299,836","52,474","47,306","1,258",304
WA,6315,"1,176","1,176","54,094,341","45,999","37,599","1,899",360
WA,6316,212,212,"12,273,239","57,893","43,846",837,211
WA,6317,"2,320","2,320","112,419,609","48,457","42,765","1,639",339
WA,6318,282,282,"14,212,779","50,400","41,555","1,452",326
WA,6320,360,360,"19,440,188","54,001","47,546","1,141",284
WA,6321,308,308,"12,992,288","42,183","30,510","2,294",373
WA,6322,141,141,"8,601,442","61,003","42,198",636,146
WA,6323,560,560,"24,955,410","44,563","36,350","2,075",369
WA,6324,"2,113","2,113","96,842,218","45,832","36,588","1,921",361
WA,6326,337,337,"13,930,388","41,336","36,981","2,364",376
WA,6327,132,132,"5,402,608","40,929","31,787","2,386",378
WA,6328,289,289,"15,972,602","55,269","37,148","1,025",262
WA,6330,"20,865","20,865","1,038,624,670","49,778","40,138","1,514",331
WA,6331,469,469,"25,488,847","54,347","42,600","1,109",279
WA,6332,154,154,"8,431,808","54,752","42,754","1,072",270
WA,6333,"3,573","3,573","155,390,674","43,490","32,448","2,173",371
WA,6335,483,483,"29,347,739","60,761","50,159",645,151
WA,6336,196,196,"10,256,681","52,330","43,908","1,274",305
WA,6337,418,418,"25,831,885","61,799","50,314",595,130
WA,6338,478,478,"30,106,009","62,983","48,280",541,114
WA,6341,167,167,"11,576,825","69,322","50,486",350,73
WA,6343,148,148,"8,529,974","57,635","47,460",849,215
WA,6346,509,509,"30,351,460","59,630","47,741",717,175
WA,6348,466,466,"28,709,946","61,609","43,730",602,132
WA,6350,292,292,"13,658,605","46,776","40,716","1,811",355
WA,6352,130,130,"7,567,906","58,215","42,592",811,203
WA,6353,549,549,"32,252,068","58,747","48,722",771,191
WA,6355,395,395,"26,068,865","65,997","47,733",429,88
WA,6356,98,98,"7,488,110","76,409","51,773",234,52
WA,6357,61,61,"3,381,299","55,431","37,408","1,008",255
WA,6358,85,85,"4,542,084","53,436","36,860","1,194",293
WA,6359,336,336,"19,736,795","58,740","48,048",773,192
WA,6361,78,78,"3,667,108","47,014","41,888","1,785",353
WA,6365,350,350,"18,793,591","53,696","46,132","1,176",289
WA,6367,232,232,"11,171,515","48,153","39,658","1,673",341
WA,6369,487,487,"25,334,568","52,022","41,909","1,301",310
WA,6370,317,317,"17,393,635","54,870","43,826","1,060",268
WA,6372,90,90,"4,388,255","48,758","41,788","1,613",338
WA,6375,641,641,"36,081,238","56,289","45,920",956,245
WA,6383,557,557,"33,365,334","59,902","47,650",701,167
WA,6386,51,51,"3,182,284","62,398","58,389",564,121
WA,6390,951,951,"69,908,763","73,511","62,710",273,64
WA,6391,693,693,"42,858,094","61,844","48,644",594,129
WA,6392,340,340,"21,214,827","62,397","48,914",565,122
WA,6393,69,69,"2,638,989","38,246","29,438","2,540",381
WA,6394,112,112,"5,055,938","45,142","36,452","2,018",367
WA,6395,"1,393","1,393","69,907,657","50,185","41,560","1,467",327
WA,6396,226,226,"10,696,432","47,329","40,164","1,747",349
WA,6398,313,313,"13,045,142","41,678","26,955","2,336",375
WA,6401,"3,772","3,772","205,289,795","54,425","45,102","1,102",278
WA,6403,121,121,"5,789,627","47,848","36,423","1,706",344
WA,6405,193,193,"9,765,443","50,598","45,582","1,442",325
WA,6407,595,595,"34,196,752","57,474","50,041",866,222
WA,6409,237,237,"13,476,063","56,861","47,061",910,231
WA,6410,529,529,"29,573,011","55,904","43,519",975,249
WA,6411,86,86,"5,592,432","65,028","42,792",469,95
WA,6415,"1,632","1,632","92,891,716","56,919","47,998",904,228
WA,6418,390,390,"24,820,640","63,643","52,798",521,110
WA,6420,76,76,"4,646,981","61,144","51,232",624,140
WA,6421,80,80,"4,736,835","59,210","50,943",748,182
WA,6423,98,98,"6,331,436","64,606","56,534",482,99
WA,6425,98,98,"6,269,343","63,973","51,353",512,108
WA,6426,450,450,"27,494,297","61,098","50,722",630,143
WA,6429,385,385,"23,204,000","60,270","52,007",681,161
WA,6430,"13,739","13,739","1,020,554,504","74,282","62,990",263,60
WA,6431,74,74,"3,482,526","47,061","35,442","1,775",350
WA,6432,"3,869","3,869","260,432,506","67,313","56,817",397,82
WA,6433,261,261,"21,238,524","81,374","75,298",174,37
WA,6436,53,53,"2,153,570","40,633","39,927","2,411",379
WA,6437,245,245,"21,030,332","85,838","92,174",133,28
WA,6438,311,311,"18,282,451","58,786","48,830",767,189
WA,6440,240,240,"12,707,754","52,949","47,936","1,230",299
WA,6442,"1,231","1,231","91,595,939","74,408","64,452",261,59
WA,6443,374,374,"19,183,903","51,294","44,823","1,370",317
WA,6444,55,55,"4,610,580","83,829","59,917",155,33
WA,6445,142,142,"12,486,412","87,932","49,237",122,23
WA,6446,110,110,"8,810,388","80,094","62,538",192,44
WA,6447,85,85,"7,396,147","87,013","80,832",128,24
WA,6448,203,203,"8,934,775","44,014","37,487","2,124",370
WA,6450,"8,077","8,077","460,034,451","56,956","43,409",900,227
WA,6460,399,399,"22,953,784","57,528","45,296",858,220
WA,6461,423,423,"23,866,695","56,422","39,997",944,242
WA,6466,66,66,"4,152,101","62,911","54,002",543,115
WA,6468,207,207,"15,901,070","76,817","58,829",228,51
WA,6472,151,151,"9,840,526","65,169","53,236",458,94
WA,6475,239,239,"15,322,483","64,111","51,718",505,104
WA,6477,170,170,"10,865,347","63,914","59,869",513,109
WA,6479,382,382,"22,234,304","58,205","48,033",812,204
WA,6485,268,268,"18,427,241","68,758","44,894",359,77
WA,6488,101,101,"5,743,953","56,871","43,166",908,230
WA,6490,121,121,"6,653,501","54,988","45,562","1,044",265
WA,6501,586,586,"34,806,495","59,397","47,608",734,179
WA,6502,735,735,"35,371,748","48,125","37,175","1,680",342
WA,6503,"1,370","1,370","64,425,561","47,026","37,064","1,781",352
WA,6504,59,59,"3,243,189","54,969","41,168","1,046",266
WA,6505,89,89,"4,237,775","47,615","39,451","1,716",346
WA,6507,343,343,"18,718,392","54,573","41,737","1,088",272
WA,6509,98,98,"5,882,909","60,030","51,390",693,164
WA,6510,"1,196","1,196","66,519,967","55,619","45,500",996,253
WA,6511,332,332,"19,304,598","58,146","39,276",817,206
WA,6512,67,67,"3,772,980","56,313","41,319",955,244
WA,6513,134,134,"7,974,193","59,509","46,960",726,177
WA,6514,320,320,"17,123,411","53,511","33,708","1,189",292
WA,6515,218,218,"12,699,381","58,254","49,455",808,202
WA,6516,"1,085","1,085","58,156,220","53,600","39,036","1,179",290
WA,6517,294,294,"15,693,455","53,379","46,966","1,199",295
WA,6518,136,136,"7,570,556","55,666","43,756",989,251
WA,6519,300,300,"16,215,498","54,052","42,526","1,138",283
WA,6521,262,262,"11,858,523","45,262","35,998","1,994",366
WA,6522,326,326,"21,249,395","65,182","49,392",457,93
WA,6525,"1,993","1,993","115,464,550","57,935","40,781",835,210
WA,6528,292,292,"15,508,089","53,110","36,197","1,218",297
WA,6530,"18,963","18,963","1,112,771,336","58,681","45,845",777,195
WA,6531,500,500,"29,415,180","58,830","43,023",765,188
WA,6532,"3,138","3,138","191,807,243","61,124","47,950",626,141
WA,6535,875,875,"44,821,308","51,224","38,246","1,379",319
WA,6536,866,866,"42,878,510","49,513","35,151","1,537",334
WA,6537,489,489,"23,448,908","47,953","39,927","1,697",343
WA,6556,"1,215","1,215","74,066,693","60,960","48,058",638,147
WA,6558,487,487,"26,991,214","55,423","45,028","1,010",256
WA,6560,681,681,"36,903,189","54,190","50,328","1,124",281
WA,6562,715,715,"39,566,173","55,337","46,358","1,019",259
WA,6564,246,246,"12,994,098","52,822","40,912","1,236",301
WA,6566,"1,910","1,910","102,930,517","53,890","40,472","1,153",287
WA,6567,118,118,"6,884,176","58,340","39,403",800,199
WA,6568,150,150,"8,170,118","54,467","45,864","1,096",276
WA,6569,185,185,"9,179,566","49,619","42,719","1,530",333
WA,6571,71,71,"4,567,951","64,337","60,855",496,103
WA,6575,111,111,"6,394,977","57,612","55,102",850,216
WA,6603,709,709,"37,446,721","52,816","44,503","1,238",302
WA,6606,137,137,"7,520,133","54,891","46,305","1,055",267
WA,6608,67,67,"4,012,359","59,886","48,880",703,168
WA,6609,580,580,"36,698,917","63,274","51,382",535,112
WA,6612,139,139,"8,413,941","60,532","43,405",662,157
WA,6620,216,216,"11,100,868","51,393","42,122","1,362",316
WA,6623,342,342,"20,125,188","58,846","50,122",764,187
WA,6630,303,303,"16,510,254","54,489","43,694","1,095",275
WA,6635,86,86,"4,760,613","55,356","42,690","1,017",258
WA,6638,216,216,"11,946,936","55,310","46,154","1,023",261
WA,6640,99,99,"4,657,548","47,046","38,057","1,779",351
WA,6642,383,383,"22,284,217","58,183","48,395",815,205
WA,6646,151,151,"7,026,713","46,535","38,976","1,832",356
WA,6701,"3,010","3,010","161,305,547","53,590","42,936","1,181",291
WA,6707,"1,773","1,773","109,186,558","61,583","47,512",604,134
WA,6710,625,625,"64,824,693","103,720","85,301",50,8
WA,6713,676,676,"65,089,929","96,287","85,777",73,10
WA,6714,"9,605","9,605","829,243,868","86,335","72,302",131,27
WA,6716,333,333,"33,576,319","100,830","113,613",56,9
WA,6718,249,249,"12,440,526","49,962","39,778","1,493",329
WA,6720,"1,370","1,370","122,827,753","89,655","91,188",109,20
WA,6721,"2,731","2,731","255,352,113","93,501","84,461",86,14
WA,6722,"5,808","5,808","458,116,894","78,877","70,566",204,48
WA,6725,"7,509","7,509","456,829,354","60,838","51,029",642,150
WA,6726,"1,657","1,657","101,500,375","61,256","50,196",620,139
WA,6728,"1,996","1,996","108,846,325","54,532","46,962","1,094",274
WA,6740,430,430,"22,916,217","53,294","42,196","1,204",296
WA,6743,"3,704","3,704","227,256,715","61,354","52,764",615,137
WA,6751,"1,736","1,736","153,971,528","88,693","87,675",113,21
WA,6753,"2,599","2,599","210,631,862","81,043","72,684",180,39
WA,6754,771,771,"72,720,618","94,320","100,660",79,12
WA,6760,97,97,"5,387,295","55,539","44,079",998,254
WA,6765,929,929,"42,300,969","45,534","34,903","1,961",364
WA,6770,842,842,"43,089,306","51,175","39,911","1,382",320
WA,6798,931,931,"71,875,776","77,203","76,205",223,50
WA,6799,250,250,"12,773,757","51,095","47,567","1,393",322
WA,6849,59,59,"3,330,674","56,452","34,705",939,240
WA,6850,66,66,"8,189,924","124,090","60,844",25,3
WA,6872,169,169,"14,079,785","83,312","46,145",161,35
WA,6892,64,64,"5,893,143","92,080","66,524",95,16
WA,6903,50,50,"4,509,860","90,197","42,865",105,18
WA,6904,187,187,"17,699,861","94,652","47,983",78,11
WA,6910,127,127,"9,668,254","76,128","45,488",238,55
WA,6911,82,82,"6,687,797","81,558","51,497",170,36
WA,6913,68,68,"4,354,528","64,037","49,470",509,105
WA,6916,53,53,"3,969,051","74,888","62,679",252,57
WA,6918,78,78,"4,142,342","53,107","38,287","1,219",298
WA,6919,240,240,"12,691,996","52,883","47,050","1,232",300
WA,6920,50,50,"4,038,378","80,768","45,957",184,41
WA,6922,73,73,"5,726,863","78,450","55,256",209,49
WA,6923,82,82,"4,522,553","55,153","43,336","1,032",263
WA,6924,98,98,"5,333,939","54,428","41,804","1,101",277
WA,6926,93,93,"4,412,674","47,448","28,964","1,732",347
WA,6929,66,66,"4,611,834","69,876","48,524",339,72
WA,6931,57,57,"4,925,267","86,408","59,042",130,26
WA,6932,55,55,"4,201,653","76,394","57,360",235,53
WA,6936,130,130,"8,768,346","67,449","58,373",394,81
WA,6943,76,76,"4,351,915","57,262","42,226",876,223
WA,6944,50,50,"3,700,516","74,010","55,250",264,61
WA,6946,56,56,"3,411,647","60,922","43,704",639,148
WA,6947,70,70,"5,228,317","74,690","62,717",253,58
WA,6951,185,185,"15,027,801","81,231","57,128",178,38
WA,6952,124,124,"7,462,507","60,182","34,190",685,162
WA,6953,84,84,"7,910,661","94,175","65,206",80,13
WA,6955,59,59,"3,528,302","59,802","55,082",706,170
WA,6959,120,120,"8,175,535","68,129","47,044",376,78
WA,6964,75,75,"4,234,889","56,465","50,881",935,239
WA,6968,60,60,"3,744,264","62,404","40,665",563,120
WA,6979,78,78,"6,203,832","79,536","56,920",197,46
WA,6981,68,68,"5,505,851","80,968","63,636",181,40
WA,6984,63,63,"5,320,370","84,450","59,197",148,32
WA,6985,86,86,"6,316,195","73,444","60,356",275,65
WA,6989,55,55,"3,271,202","59,476","44,357",728,178
WA,6990,50,50,"2,543,034","50,861","31,904","1,412",323
